course_id,name,account_id,term_id,term_name,total_students,n_students_with_grades,grade_mean,grade_variance,pass_rate,n_assignments,n_modules,recommendation
81772,BIENES-P01,253,336,Segundo Semestre - 2025-Periodo Completo,50,0,0.0,0.0,,0,10,SKIP - No grades
81773,DERECHO ADMINISTRATIVO II-P02,253,336,Segundo Semestre - 2025-Periodo Completo,29,0,0.0,0.0,,0,10,SKIP - No grades
81774,DERECHO COLECTIVO DEL TRABAJO-P03,253,336,Segundo Semestre - 2025-Periodo Completo,46,0,0.0,0.0,,0,10,SKIP - No grades
81775,PROCEDIMIENTOS DE EJECUCIÓN Y-P01,253,336,Segundo Semestre - 2025-Periodo Completo,42,0,0.0,0.0,,0,10,SKIP - No grades
81776,CONTRATACIÓN MERCANTIL-P01,253,336,Segundo Semestre - 2025-Periodo Completo,29,0,0.0,0.0,,0,10,SKIP - No grades
81777,TEORÍA DEL PROCESO-P02,253,336,Segundo Semestre - 2025-Periodo Completo,45,0,0.0,0.0,,0,10,SKIP - No grades
81778,TEORÍA DE LA REACCIÓN PENAL-P03,253,336,Segundo Semestre - 2025-Periodo Completo,46,0,0.0,0.0,,0,10,SKIP - No grades
81780,PROCEDIMIENTOS DE EJECUCIÓN Y-P02,253,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
81783,DERECHO TRIBUTARIO I-P02,253,336,Segundo Semestre - 2025-Periodo Completo,39,0,0.0,0.0,,0,10,SKIP - No grades
81786,DERECHO INTERNACIONAL PÚBLICO-P03,253,336,Segundo Semestre - 2025-Periodo Completo,42,0,0.0,0.0,,0,10,SKIP - No grades
81787,TEORÍA DEL PROCESO-P03,253,336,Segundo Semestre - 2025-Periodo Completo,47,0,0.0,0.0,,0,10,SKIP - No grades
81789,DERECHO INTERNACIONAL PÚBLICO-P02,253,336,Segundo Semestre - 2025-Periodo Completo,43,0,0.0,0.0,,0,10,SKIP - No grades
81790,TALLER DE INTEGRACIÓN I (EV.CI-P03,253,336,Segundo Semestre - 2025-Periodo Completo,30,0,0.0,0.0,,0,10,SKIP - No grades
81791,DERECHO MERCANTIL-P03,253,336,Segundo Semestre - 2025-Periodo Completo,35,0,0.0,0.0,,0,10,SKIP - No grades
81792,PROCEDIMIENTOS ESPECIALES ORAL-P05,253,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
81794,TALLER DE INTEGRACIÓN I (EV.CI-P04,253,336,Segundo Semestre - 2025-Periodo Completo,22,0,0.0,0.0,,0,11,SKIP - No grades
81795,FUENTE DE LAS OBLIGACIONES-P02,253,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
81796,TALLER DE INTEGRACIÓN III (EV.-P01,253,336,Segundo Semestre - 2025-Periodo Completo,21,0,0.0,0.0,,0,10,SKIP - No grades
81797,DERECHO Y GARANTÍAS CONSTITUCI-P02,253,336,Segundo Semestre - 2025-Periodo Completo,48,0,0.0,0.0,,0,10,SKIP - No grades
81798,DERECHO SUCESORIO-P02,253,336,Segundo Semestre - 2025-Periodo Completo,39,0,0.0,0.0,,0,10,SKIP - No grades
81799,DERECHO Y GARANTÍAS CONSTITUCI-P01,253,336,Segundo Semestre - 2025-Periodo Completo,44,0,0.0,0.0,,0,10,SKIP - No grades
81800,DERECHO ADMINISTRATIVO II-P01,253,336,Segundo Semestre - 2025-Periodo Completo,38,0,0.0,0.0,,0,10,SKIP - No grades
81801,DERECHO ADMINISTRATIVO II-P03,253,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
81802,DERECHO COLECTIVO DEL TRABAJO-P02,253,336,Segundo Semestre - 2025-Periodo Completo,45,0,0.0,0.0,,0,10,SKIP - No grades
81804,DERECHO TRIBUTARIO I-P03,253,336,Segundo Semestre - 2025-Periodo Completo,41,0,0.0,0.0,,0,10,SKIP - No grades
81805,TALLER DE INTEGRACIÓN II (EV.C-P05,253,336,Segundo Semestre - 2025-Periodo Completo,30,0,0.0,0.0,,0,10,SKIP - No grades
81806,DERECHO TRIBUTARIO I-P01,253,336,Segundo Semestre - 2025-Periodo Completo,41,0,0.0,0.0,,0,10,SKIP - No grades
81807,OPTATIVO DE ESPECIALIZACIÓN I-P01,253,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
81808,OPTATIVO DE ESPECIALIZACIÓN I-P02,253,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
81811,PROCEDIMIENTOS ESPECIALES ORAL-P01,253,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
81812,CONTRATACIÓN MERCANTIL-P02,253,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
81813,TALLER DE INTEGRACIÓN II (EV.C-P03,253,336,Segundo Semestre - 2025-Periodo Completo,30,0,0.0,0.0,,0,13,SKIP - No grades
81814,TEORÍA DE LA REACCIÓN PENAL-P01,253,336,Segundo Semestre - 2025-Periodo Completo,42,0,0.0,0.0,,0,8,SKIP - No grades
81815,FUENTE DE LAS OBLIGACIONES-P03,253,336,Segundo Semestre - 2025-Periodo Completo,43,0,0.0,0.0,,0,10,SKIP - No grades
81816,CONTRATACIÓN MERCANTIL-P03,253,336,Segundo Semestre - 2025-Periodo Completo,27,0,0.0,0.0,,0,10,SKIP - No grades
81817,OPTATIVO DE ESPECIALIZACIÓN I-P03,253,336,Segundo Semestre - 2025-Periodo Completo,36,0,0.0,0.0,,0,10,SKIP - No grades
81818,BIENES-P03,253,336,Segundo Semestre - 2025-Periodo Completo,33,0,0.0,0.0,,0,3,SKIP - No grades
81819,DERECHO INTERNACIONAL PÚBLICO-P01,253,336,Segundo Semestre - 2025-Periodo Completo,48,0,0.0,0.0,,0,10,SKIP - No grades
81820,DERECHO MERCANTIL-P01,253,336,Segundo Semestre - 2025-Periodo Completo,37,0,0.0,0.0,,0,20,SKIP - No grades
81822,DERECHO SUCESORIO-P01,253,336,Segundo Semestre - 2025-Periodo Completo,33,0,0.0,0.0,,0,10,SKIP - No grades
81823,PROCEDIMIENTOS DE EJECUCIÓN Y-P03,253,336,Segundo Semestre - 2025-Periodo Completo,35,0,0.0,0.0,,0,10,SKIP - No grades
81824,DELITOS EN PARTICULAR II-P01,253,336,Segundo Semestre - 2025-Periodo Completo,36,0,0.0,0.0,,0,10,SKIP - No grades
81825,FUENTE DE LAS OBLIGACIONES-P01,253,336,Segundo Semestre - 2025-Periodo Completo,44,0,0.0,0.0,,0,10,SKIP - No grades
81826,PROCEDIMIENTOS ESPECIALES ORAL-P03,253,336,Segundo Semestre - 2025-Periodo Completo,24,0,0.0,0.0,,0,10,SKIP - No grades
81831,DERECHO SUCESORIO-P03,253,336,Segundo Semestre - 2025-Periodo Completo,39,0,0.0,0.0,,1,9,SKIP - No grades
81835,BIENES-P02,253,336,Segundo Semestre - 2025-Periodo Completo,46,0,0.0,0.0,,0,4,SKIP - No grades
81836,DERECHO COLECTIVO DEL TRABAJO-P01,253,336,Segundo Semestre - 2025-Periodo Completo,56,0,0.0,0.0,,0,10,SKIP - No grades
81844,TALLER DE INTEGRACIÓN III (EV.-P02,253,336,Segundo Semestre - 2025-Periodo Completo,30,0,0.0,0.0,,0,9,SKIP - No grades
81846,DELITOS EN PARTICULAR II-P02,253,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
81849,TEORÍA DE LA REACCIÓN PENAL-P02,253,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
81851,DELITOS EN PARTICULAR II-P03,253,336,Segundo Semestre - 2025-Periodo Completo,38,0,0.0,0.0,,0,10,SKIP - No grades
81853,TALLER DE INTEGRACIÓN I (EV.CI-P02,253,336,Segundo Semestre - 2025-Periodo Completo,31,0,0.0,0.0,,0,10,SKIP - No grades
81855,DERECHO MERCANTIL-P02,253,336,Segundo Semestre - 2025-Periodo Completo,31,0,0.0,0.0,,0,10,SKIP - No grades
81856,TALLER DE INTEGRACIÓN II (EV.C-P01,253,336,Segundo Semestre - 2025-Periodo Completo,30,0,0.0,0.0,,0,13,SKIP - No grades
82622,REORGA Y LIQUID. PATRIMONIAL-P01,253,336,Segundo Semestre - 2025-Periodo Completo,29,0,0.0,0.0,,0,10,SKIP - No grades
82627,DERECHO TRIBUTARIO II-P01,253,336,Segundo Semestre - 2025-Periodo Completo,24,0,0.0,0.0,,0,10,SKIP - No grades
82639,TALL DE LITIG AVANZ (EV CICLO)-P01,253,336,Segundo Semestre - 2025-Periodo Completo,27,0,0.0,0.0,,0,10,SKIP - No grades
87359,ACTO JURÍDICO-P01,253,336,Segundo Semestre - 2025-Periodo Completo,27,0,0.0,0.0,,0,11,SKIP - No grades
87374,RESPONSABILIDAD CIVIL-P01,253,336,Segundo Semestre - 2025-Periodo Completo,27,0,0.0,0.0,,0,10,SKIP - No grades
87378,INTRODUCCIÓN A LA ECONOMÍA-P01,253,336,Segundo Semestre - 2025-Periodo Completo,20,0,0.0,0.0,,0,10,SKIP - No grades
