course_id,name,account_id,term_id,term_name,total_students,n_students_with_grades,grade_mean,grade_variance,pass_rate,n_assignments,n_modules,recommendation
86188,ECONOMETRÍA-P05,311,336,Segundo Semestre - 2025-Periodo Completo,37,37,8.307567567567567,10.687828238779423,0.0,23,19,MEDIUM POTENTIAL
84942,EST APLIC A BUSINESS ANALYTICS-P08,311,336,Segundo Semestre - 2025-Periodo Completo,24,24,44.63791666666666,8.406840458403831,0.08333333333333333,8,14,LOW - Low grade variance
82749,ESTADÍSTICA I-P03,311,336,Segundo Semestre - 2025-Periodo Completo,40,40,7.573,8.200657961407732,0.0,23,19,LOW - Low grade variance
82720,JUEGO DE NEGOCIOS (EV. CICLO)-P01,311,336,Segundo Semestre - 2025-Periodo Completo,27,27,34.58962962962963,7.74084619811205,0.0,12,13,LOW - Low grade variance
86186,INGLÉS II-P07,311,336,Segundo Semestre - 2025-Periodo Completo,22,22,9.249545454545455,5.25437261826474,0.0,36,38,LOW - Low grade variance
82750,ESTADÍSTICA I-P01,311,336,Segundo Semestre - 2025-Periodo Completo,43,43,0.7174418604651163,4.6495546638577325,0.0,21,19,LOW - Low grade variance
86681,MATEMÁTICAS PARA LOS NEGOCIOS-P07,311,336,Segundo Semestre - 2025-Periodo Completo,33,33,3.527575757575758,1.8530188805118843,0.0,19,19,LOW - Low grade variance
86682,INGLÉS II-P09,311,336,Segundo Semestre - 2025-Periodo Completo,30,30,0.2966666666666667,1.0588652206752072,0.0,19,19,LOW - Low grade variance
86678,LAB DE CONTABILIDAD Y COSTOS-P07,311,336,Segundo Semestre - 2025-Periodo Completo,45,45,0.5457777777777777,0.4215341762282093,0.0,22,19,LOW - Low grade variance
82727,CÁLCULO II-P01,311,336,Segundo Semestre - 2025-Periodo Completo,55,55,0.0,0.0,0.0,2,12,LOW - Low grade variance
82731,ESPECIALIDAD V-P01,311,336,Segundo Semestre - 2025-Periodo Completo,37,37,0.0,0.0,0.0,1,10,LOW - Low grade variance
82737,DIRECCIÓN DE PERSONAS-P02,311,336,Segundo Semestre - 2025-Periodo Completo,55,55,0.0,0.0,0.0,1,10,LOW - Low grade variance
82740,DIRECCIÓN DE PERSONAS-P01,311,336,Segundo Semestre - 2025-Periodo Completo,43,43,0.0,0.0,0.0,7,10,LOW - Low grade variance
82770,"CREATIVIDAD, INNOVACIÓN Y EMPR-P02",311,336,Segundo Semestre - 2025-Periodo Completo,35,35,0.0,0.0,0.0,4,10,LOW - Low grade variance
86178,MICROECONOMÍA-P03,311,336,Segundo Semestre - 2025-Periodo Completo,40,40,0.0,0.0,0.0,21,21,LOW - Low grade variance
86180,ECONOMETRÍA-P01,311,336,Segundo Semestre - 2025-Periodo Completo,20,20,0.0,0.0,0.0,21,19,LOW - Low grade variance
86185,INGLÉS II-P05,311,336,Segundo Semestre - 2025-Periodo Completo,28,28,0.0,0.0,0.0,36,38,LOW - Low grade variance
86187,MICROECONOMÍA-P01,311,336,Segundo Semestre - 2025-Periodo Completo,34,34,0.0,0.0,0.0,21,21,LOW - Low grade variance
86671,LAB DE CONTABILIDAD Y COSTOS-P10,311,336,Segundo Semestre - 2025-Periodo Completo,40,40,0.0,0.0,0.0,21,19,LOW - Low grade variance
86674,INGLÉS II-P11,311,336,Segundo Semestre - 2025-Periodo Completo,24,24,0.0,0.0,0.0,18,19,LOW - Low grade variance
86680,FUND DE BUSINESS ANALYTICS-P05,311,336,Segundo Semestre - 2025-Periodo Completo,38,38,0.0,0.0,0.0,3,8,LOW - Low grade variance
86688,MATEMÁTICAS PARA LOS NEGOCIOS-P09,311,336,Segundo Semestre - 2025-Periodo Completo,44,44,0.0,0.0,0.0,19,19,LOW - Low grade variance
87373,CÁLCULO I-P01,311,336,Segundo Semestre - 2025-Periodo Completo,27,27,0.0,0.0,0.0,23,19,LOW - Low grade variance
82723,PREP Y EVAL DE PROY (EV CICLO)-P01,311,336,Segundo Semestre - 2025-Periodo Completo,59,0,0.0,0.0,,7,10,SKIP - No grades
82724,DIRECCIÓN ESTRATÉGICA-P02,311,336,Segundo Semestre - 2025-Periodo Completo,49,0,0.0,0.0,,6,10,SKIP - No grades
82729,GLOB Y ECONOMÍA DEL CONOC-P02,311,336,Segundo Semestre - 2025-Periodo Completo,51,0,0.0,0.0,,0,10,SKIP - No grades
82733,DERECHO EMPRESARIAL-P02,311,336,Segundo Semestre - 2025-Periodo Completo,38,0,0.0,0.0,,0,10,SKIP - No grades
82736,INGLÉS IV-P02,311,336,Segundo Semestre - 2025-Periodo Completo,30,0,0.0,0.0,,0,10,SKIP - No grades
82739,C. DE NUEVOS NEG. (EV. CICLO)-P02,311,336,Segundo Semestre - 2025-Periodo Completo,22,0,0.0,0.0,,0,10,SKIP - No grades
82741,CÁLCULO II-P03,311,336,Segundo Semestre - 2025-Periodo Completo,56,0,0.0,0.0,,25,5,SKIP - No grades
82743,FINANZAS II-P03,311,336,Segundo Semestre - 2025-Periodo Completo,40,0,0.0,0.0,,0,10,SKIP - No grades
82746,FINANZAS II-P01,311,336,Segundo Semestre - 2025-Periodo Completo,32,0,0.0,0.0,,0,10,SKIP - No grades
82747,ESPECIALIDAD V-P02,311,336,Segundo Semestre - 2025-Periodo Completo,30,0,0.0,0.0,,1,22,SKIP - No grades
82753,PREP Y EVAL DE PROY (EV CICLO)-P03,311,336,Segundo Semestre - 2025-Periodo Completo,46,0,0.0,0.0,,0,10,SKIP - No grades
82754,DERECHO EMPRESARIAL-P03,311,336,Segundo Semestre - 2025-Periodo Completo,31,0,0.0,0.0,,0,10,SKIP - No grades
82755,DIRECCIÓN ESTRATÉGICA-P01,311,336,Segundo Semestre - 2025-Periodo Completo,49,0,0.0,0.0,,0,10,SKIP - No grades
82756,INGLÉS IV-P01,311,336,Segundo Semestre - 2025-Periodo Completo,30,0,0.0,0.0,,6,12,SKIP - No grades
82759,"CREATIVIDAD, INNOVACIÓN Y EMPR-P01",311,336,Segundo Semestre - 2025-Periodo Completo,37,0,0.0,0.0,,0,10,SKIP - No grades
82760,ESPECIALIDAD VI-P02,311,336,Segundo Semestre - 2025-Periodo Completo,21,0,0.0,0.0,,0,10,SKIP - No grades
82761,INGLÉS VI-P03,311,336,Segundo Semestre - 2025-Periodo Completo,20,0,0.0,0.0,,0,10,SKIP - No grades
82762,C. DE NUEVOS NEG. (EV. CICLO)-P01,311,336,Segundo Semestre - 2025-Periodo Completo,41,0,0.0,0.0,,10,10,SKIP - No grades
82763,DERECHO EMPRESARIAL-P01,311,336,Segundo Semestre - 2025-Periodo Completo,28,0,0.0,0.0,,0,10,SKIP - No grades
82764,INGLÉS VI-P02,311,336,Segundo Semestre - 2025-Periodo Completo,30,0,0.0,0.0,,0,10,SKIP - No grades
82766,MARKETING ESTRATÉGICO-P01,311,336,Segundo Semestre - 2025-Periodo Completo,49,0,0.0,0.0,,0,10,SKIP - No grades
82767,ESPECIALIDAD VI-P01,311,336,Segundo Semestre - 2025-Periodo Completo,34,0,0.0,0.0,,0,10,SKIP - No grades
82768,INGLÉS IV-P03,311,336,Segundo Semestre - 2025-Periodo Completo,25,0,0.0,0.0,,1,10,SKIP - No grades
82769,MARKETING ESTRATÉGICO-P02,311,336,Segundo Semestre - 2025-Periodo Completo,43,0,0.0,0.0,,0,10,SKIP - No grades
82771,GLOB Y ECONOMÍA DEL CONOC-P01,311,336,Segundo Semestre - 2025-Periodo Completo,31,0,0.0,0.0,,0,10,SKIP - No grades
82776,INGLÉS VI-P01,311,336,Segundo Semestre - 2025-Periodo Completo,24,0,0.0,0.0,,6,15,SKIP - No grades
84937,DERECHO PARA LOS NEGOCIOS-P03,311,336,Segundo Semestre - 2025-Periodo Completo,51,0,0.0,0.0,,0,10,SKIP - No grades
84946,PENSAMIENTO MATEMÁTICO-P01,311,336,Segundo Semestre - 2025-Periodo Completo,58,0,0.0,0.0,,5,10,SKIP - No grades
86189,LAB NEGOC SOSTENIBLES EV CICLO-P01,311,336,Segundo Semestre - 2025-Periodo Completo,29,0,0.0,0.0,,29,26,SKIP - No grades
86683,ATR Y RET TAL EN ERA DIGITAL-P03,311,336,Segundo Semestre - 2025-Periodo Completo,43,0,0.0,0.0,,18,19,SKIP - No grades
86690,ATR Y RET TAL EN ERA DIGITAL-P01,311,336,Segundo Semestre - 2025-Periodo Completo,45,0,0.0,0.0,,20,21,SKIP - No grades
