course_id,name,account_id,term_id,term_name,total_students,n_students_with_grades,grade_mean,grade_variance,pass_rate,n_assignments,n_modules,recommendation
86676,FUND DE BUSINESS ANALYTICS-P01,719,336,Segundo Semestre - 2025-Periodo Completo,40,40,38.81375,26.42231818818137,0.275,24,15,HIGH POTENTIAL
86020,TALL DE COMPETENCIAS DIGITALES-P02,719,336,Segundo Semestre - 2025-Periodo Completo,51,51,59.066078431372546,24.657092292230526,0.6274509803921569,18,4,HIGH POTENTIAL
86005,TALL DE COMPETENCIAS DIGITALES-P01,719,336,Segundo Semestre - 2025-Periodo Completo,50,50,72.44080000000001,13.776738487755365,0.88,18,4,MEDIUM POTENTIAL
86689,GESTIÓN DEL TALENTO-P01,719,336,Segundo Semestre - 2025-Periodo Completo,40,40,60.15675,3.930815047480611,0.775,55,28,LOW - Low grade variance
86686,MATEMÁTICAS PARA LOS NEGOCIOS-P03,719,336,Segundo Semestre - 2025-Periodo Completo,41,41,3.1695121951219516,2.0514313280618777,0.0,19,19,LOW - Low grade variance
86677,MATEMÁTICAS PARA LOS NEGOCIOS-P01,719,336,Segundo Semestre - 2025-Periodo Completo,44,44,4.369090909090909,1.3991634159249628,0.0,19,20,LOW - Low grade variance
85822,LAB DE CONTABILIDAD Y COSTOS-P01,719,336,Segundo Semestre - 2025-Periodo Completo,39,39,0.0,0.0,0.0,18,19,LOW - Low grade variance
86161,INGLÉS II-P01,719,336,Segundo Semestre - 2025-Periodo Completo,25,25,0.0,0.0,0.0,36,38,LOW - Low grade variance
86673,LAB DE CONTABILIDAD Y COSTOS-P04,719,336,Segundo Semestre - 2025-Periodo Completo,39,39,0.0,0.0,0.0,18,19,LOW - Low grade variance
86675,INGLÉS II-P03,719,336,Segundo Semestre - 2025-Periodo Completo,28,28,0.0,0.0,0.0,18,19,LOW - Low grade variance
81885,DERECHO PARA LOS NEGOCIOS-P02,719,336,Segundo Semestre - 2025-Periodo Completo,38,0,0.0,0.0,,0,10,SKIP - No grades
81897,DERECHO PARA LOS NEGOCIOS-P01,719,336,Segundo Semestre - 2025-Periodo Completo,42,0,0.0,0.0,,0,10,SKIP - No grades
82704,SIST DE INF PARA LA GEST EMPRE-P01,719,336,Segundo Semestre - 2025-Periodo Completo,25,0,0.0,0.0,,0,10,SKIP - No grades
82709,SIST DE INF PARA LA GEST EMPRE-P02,719,336,Segundo Semestre - 2025-Periodo Completo,29,0,0.0,0.0,,0,10,SKIP - No grades
82725,LAB DE METOD CONT EV. CICLO-P03,719,336,Segundo Semestre - 2025-Periodo Completo,23,0,0.0,0.0,,0,16,SKIP - No grades
82728,LAB DE METOD CONT EV. CICLO-P01,719,336,Segundo Semestre - 2025-Periodo Completo,36,0,0.0,0.0,,0,10,SKIP - No grades
84939,EST APLIC A BUSINESS ANALYTICS-P01,719,336,Segundo Semestre - 2025-Periodo Completo,27,0,0.0,0.0,,0,11,SKIP - No grades
84947,EST APLIC A BUSINESS ANALYTICS-P04,719,336,Segundo Semestre - 2025-Periodo Completo,36,0,0.0,0.0,,3,9,SKIP - No grades
85825,GESTIÓN DEL TALENTO-P02,719,336,Segundo Semestre - 2025-Periodo Completo,39,0,0.0,0.0,,12,13,SKIP - No grades
86153,PLANIFICACIÓN ESTRATÉGICA-P02,719,336,Segundo Semestre - 2025-Periodo Completo,39,0,0.0,0.0,,24,26,SKIP - No grades
86155,DERECHO TRIBUTARIO-P01,719,336,Segundo Semestre - 2025-Periodo Completo,36,0,0.0,0.0,,24,26,SKIP - No grades
86177,PLANIFICACIÓN ESTRATÉGICA-P01,719,336,Segundo Semestre - 2025-Periodo Completo,29,0,0.0,0.0,,24,26,SKIP - No grades
86179,DERECHO TRIBUTARIO-P02,719,336,Segundo Semestre - 2025-Periodo Completo,28,0,0.0,0.0,,24,26,SKIP - No grades
86670,FUND DE BUSINESS ANALYTICS-P02,719,336,Segundo Semestre - 2025-Periodo Completo,39,0,0.0,0.0,,18,14,SKIP - No grades
