course_id,course_name,user_id,final_score,current_score,failed,total_activity_time,page_views,page_views_level,participations,participations_level,on_time,late,missing,morning_activity,afternoon_activity,evening_activity,night_activity,dominant_time,is_morning_studier,is_evening_studier,time_concentration,activity_span_days,unique_active_hours,avg_gap_hours,gap_std_hours,modules_completed,first_module_time
86020,TALL DE COMPETENCIAS DIGITALES-P02,117823,35.4,66.79,1,1968,697,2,17,3,13,0,5,75,157,155,310,night,0,0,0.4447632711621234,128,45,69.88636363636364,81.14947373074493,4,2025-08-10T22:45:14+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,116277,55.96,94.85,1,12473,464,2,15,3,14,0,4,111,150,113,90,afternoon,0,0,0.3232758620689655,115,46,61.733333333333334,73.12345724868321,4,2025-08-11T00:31:08+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,86813,75.0,91.46,0,8734,1551,3,14,2,13,0,5,367,419,456,309,evening,0,1,0.2940038684719536,129,79,39.73076923076923,49.91214668382609,4,2025-08-08T02:46:00+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,107759,85.14,85.14,0,9192,1153,3,14,2,13,0,5,249,309,403,192,evening,0,1,0.34952298352124894,127,73,42.625,55.98671407376734,4,2025-07-31T15:10:34+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,120156,62.87,76.67,0,6464,262,1,11,2,9,0,9,25,72,137,28,evening,0,1,0.5229007633587787,123,31,98.4,148.48043642177242,4,2025-08-12T00:18:56+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,115989,82.9,88.19,0,12366,605,2,14,2,11,0,6,147,177,132,149,afternoon,0,0,0.29256198347107437,119,47,62.369565217391305,90.80182882080223,4,2025-08-11T03:14:27+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,114253,72.09,81.92,0,4288,712,2,8,1,7,0,11,94,299,251,68,afternoon,0,0,0.4199438202247191,117,40,72.51282051282051,107.7796593232674,4,2025-08-10T17:16:21+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,114329,57.1,87.85,0,6957,1339,3,18,3,15,0,3,154,319,614,252,evening,0,1,0.4585511575802838,132,84,38.40963855421687,40.70849535226352,4,2025-08-10T03:13:57+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,119979,66.78,75.89,0,5094,804,2,10,2,8,0,9,114,137,322,231,evening,0,1,0.40049751243781095,125,37,83.72222222222223,92.62397431164325,4,2025-08-10T22:30:09+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,120260,68.96,90.74,0,10739,493,2,10,2,9,0,9,115,132,116,130,afternoon,0,0,0.26774847870182555,128,56,56.163636363636364,56.80389347614816,4,2025-08-08T17:51:32+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,113271,69.18,73.6,0,12239,2941,3,19,3,15,0,3,340,432,1369,800,evening,0,1,0.46548792927575655,142,94,36.655913978494624,50.973637425013,4,2025-07-28T14:22:08+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,89047,80.94,91.98,0,8314,1015,2,15,3,13,0,4,250,301,272,192,afternoon,0,0,0.296551724137931,131,46,70.24444444444444,65.04875284671935,4,2025-07-30T19:25:14+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,119471,73.48,83.5,0,4221,931,2,15,3,12,0,6,12,185,315,419,night,0,0,0.45005370569280345,126,47,65.84782608695652,70.07572531114322,4,2025-08-08T02:46:01+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,108950,45.06,85.02,1,19686,959,2,10,2,9,0,9,123,199,415,222,evening,0,1,0.43274244004171014,118,47,61.71739130434783,123.39379574345428,4,2025-08-09T03:04:29+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,113046,62.21,70.69,0,6884,477,2,13,2,12,0,5,69,234,134,40,afternoon,0,0,0.49056603773584906,128,54,58.301886792452834,59.63966797727847,4,2025-08-08T02:46:01+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,88378,80.04,90.95,0,5497,232,1,6,1,5,0,13,24,49,139,20,evening,0,1,0.5991379310344828,143,25,143.5,211.40876676870963,4,2025-08-18T01:24:55+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,108713,87.4,87.4,0,10150,212,1,9,2,9,0,9,35,75,64,38,afternoon,0,0,0.35377358490566035,117,34,85.33333333333333,138.8816078899615,4,2025-08-16T20:11:45+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,118747,76.89,76.89,0,5853,1085,3,19,3,14,0,4,111,364,376,234,evening,0,1,0.34654377880184334,132,47,68.95652173913044,86.88296889237772,4,2025-08-12T23:05:32+00:00
86020,TALL DE COMPETENCIAS DIGITALES-P02,114824,71.0,75.53,0,2794,538,2,9,2,7,0,8,85,267,164,22,afternoon,0,0,0.4962825278810409,135,34,98.66666666666667,139.07718952604932,4,2025-08-08T02:46:01+00:00
