course_id,user_id,final_score,failed,agg_workload_dynamics,agg_dct_coefficients,agg_time_blocks,agg_time_to_access,agg_session_regularity,agg_engagement_trajectory
86005,117656,78.55,0.0,3.3141360560696755,0.02570509981163251,0.9625529206185449,-0.3832301607106035,-0.9679665420371508,0.39437205551867627
86005,89587,70.39,0.0,1.717607416906893,0.29003349835891395,0.6586621651473088,-0.256571688309918,-0.9761201310478714,-0.5565730282897022
86005,119221,76.91,0.0,-0.6042479952863057,-0.2027869292152742,1.5076989787324016,-0.10549523992539465,1.6221414684953552,-1.1972062132606738
86005,69538,64.54,0.0,0.45524419099963775,-0.19062161582944828,0.18202333029178405,-0.34229340677624803,0.11132701829879445,0.7850907000620111
86005,117370,91.44,0.0,2.3616069096081898,0.16027412073018235,0.893273311229248,-0.41277253523213775,-1.0043638902714924,-0.14176914690904227
86005,89048,83.28,0.0,1.1269983490300621,0.8558412061275616,0.3584501208351079,-0.28727233054574464,-0.8740932483999418,-0.25659037917799316
86005,114353,86.21,0.0,0.9828292130225702,0.20989997638812743,1.1976416961730167,-0.43201472521184936,-0.7977420491249848,-0.313703883447214
86005,117500,84.79,0.0,1.2337695681839782,0.3804980726851919,0.534661865363964,-0.39230014001991126,-0.770101570272011,-0.08833967255597179
86005,118521,81.0,0.0,1.696482823479372,0.31806379464689766,0.6870470332625201,-0.027490261739925144,-0.8554197573757146,0.721903769640238
86005,90156,57.4,0.0,-0.23292604591031157,-0.1295287652591705,-0.5168423532510915,-0.2716725748665002,-0.1476391722582414,-0.018803281825476477
86005,116946,69.64,0.0,0.005980842490800752,0.28176599627999355,0.2026120233443646,-0.3255884790516005,-0.16007498531170503,-0.06888855118481749
86005,116250,59.68,0.0,2.1385739569134983,1.0445372500391075,0.8555244678302417,-0.2079789268568661,-1.003680143542537,0.04194445226179527
86005,116714,85.86,0.0,0.9448196144132186,0.18872072258158276,0.6533707394913467,-0.43920467986513373,-0.9716792969309364,-0.30705999818763985
86005,64002,27.3,1.0,-0.09710551604746012,-0.35893298855200056,0.4611445217888204,-0.27993498765414,0.8553624391513631,0.13838620034142507
86005,118412,69.8,0.0,0.4978259700400847,0.12718065044679575,0.30383199919561343,-0.4266671404756068,-0.6961908897287538,-0.15389309742423316
86005,113389,77.65,0.0,0.3323541009335466,0.2330652928468542,0.30961838974686007,-0.44290668700824654,-0.14066851308225872,-0.14015722248903473
86005,65280,73.04,0.0,0.11627918425106647,0.24047769613747713,0.8306642957136875,-0.09200735751413637,-0.4739222906089147,-0.14533750546294888
86005,88283,67.98,0.0,0.17162351952049634,0.03862473195545043,1.2020704078838922,-0.1992641900119753,-0.45486195580023536,-0.444650602134185
86005,116694,73.31,0.0,0.828915564907228,0.38570388908804637,0.2294357722756374,-0.5206353099806083,-0.7292402860634173,-0.37451321934065696
86005,115906,56.49,1.0,0.4174517312051266,-0.3013535513938804,0.7336788939320273,-0.35832928338012326,-0.3460612018051112,-0.1750399844362402
86005,90909,62.83,0.0,0.009233104127436881,0.04683527554042431,0.9273754933729281,-0.19259828529912035,-0.56369357863209,1.106820703436485
86005,116093,69.11,0.0,0.6773879813362501,0.19721135834336073,1.3726925127334533,-0.3494115257217575,-0.638108748699449,-0.09787845512140242
86005,117462,84.62,0.0,1.9640149272406309,0.5590809369708352,0.5891925145282882,-0.3206096642794165,-0.7098244848991971,-0.21488675973645038
86005,90356,78.99,0.0,-0.5222912544963557,-0.3505809879818713,1.2079906478280371,-0.04698989357984762,1.3827781073131602,-0.056403234089464176
86005,91729,78.14,0.0,0.5887584425070154,0.41561932059881507,0.2974385806084597,-0.45860271196790675,-0.680071947315377,-0.327923288297241
86005,115214,82.95,0.0,0.6615374973985029,0.4015220962097542,0.6730036002443891,-0.37985815602778533,-0.768601426313965,0.14279525376046767
86005,113358,75.9,0.0,0.9097237221405206,0.38976766990259276,0.5539792796256006,-0.5686527600718468,-0.9356776154262607,-0.4355399162832968
86005,115253,87.15,0.0,1.5482653581001085,0.030824367471735923,0.32470250036658743,-0.3429879595192536,-0.9910026526783312,-0.3413166956353654
86005,88268,81.6,0.0,0.8650754014293826,0.08120477971622955,0.4293797816674062,-0.30638526111515685,-0.7572708837917097,-0.07265066416059827
86005,117762,77.96,0.0,0.9525915246569552,0.1253102528091237,0.17007060594545637,-0.3086812955231045,-0.913915117859879,-0.26866378184073764
86005,115459,73.89,0.0,-0.022241587761399784,-0.14072467445556036,0.6216212081997393,-0.20432664184359722,-0.3973794222864902,0.2628404479311936
86005,87609,51.8,1.0,-0.1806204162282378,0.2849595336648247,-0.6637384671582313,-0.10779752286778042,0.7860936351865346,1.7009018257571142
86005,114072,75.41,0.0,2.4318795083187665,0.0343299826576864,1.3483469132453572,-0.39661387940196874,-1.0205280414598208,-0.4220898442606733
86005,86824,44.45,1.0,-0.08241579727832889,0.19275156968648924,-0.1605243971062568,-0.3507686621916103,-0.21966192819640032,0.29992189600849467
86005,87160,70.83,0.0,0.17073735010764654,-0.29641455325348864,0.9715706754213186,-0.2321858967609866,-0.21059890011356344,-0.21499334047253083
86005,116007,80.31,0.0,1.264235704381444,0.03505321044396278,2.272071498370459,-0.5127152678968817,-0.7515962390163349,-0.43466471286803693
86005,114662,57.0,0.0,1.0683549325515806,0.008152224161868686,0.9121523122445548,-0.3579066353925114,-0.8751901777438089,-0.04955868247050031
86005,117316,68.26,0.0,0.039054069968968326,0.04950694453139508,1.1398910443249413,-0.27538236577756037,-0.5651851017668889,0.4049292738831788
86005,116344,82.44,0.0,0.6668959522391569,-0.41164646537936844,1.193717912364058,-0.44822770423385283,-0.6680164210110534,-0.14594091272576865
86005,117271,82.75,0.0,1.868030426707009,0.024053828996003,1.2439361793481614,-0.36996405248764086,-0.8598348921260791,-0.317077859736601
86005,114790,56.35,1.0,0.3085151060432593,-0.10196113990734933,0.48539366820618707,-0.5871662808229902,-0.6360293853472081,-0.507854311696484
86005,67088,28.0,1.0,-0.25597573588169176,-0.2008333380682102,-0.2511391559051369,0.3356529905287185,-0.2864939768897551,0.804408089132171
